topic_id,number_of_words_in_topic
35834,9
46054,2
31816,3
3102,3
32112,4
45751,2
32107,6
20248,2
32157,5
32153,2
32098,3
1037,3
128,3
1345,1
208,5
210,3
209,5
12469,2
16095,1
22233,1
41334,1
5272,2
46076,5
29598,8
29596,8
46075,2
38288,3
46074,4
13927,1
35589,3
38747,2
11943,2
10722,2
5435,1
9956,2
27694,4
14560,4
35588,3
17211,2
19677,2
18926,2
27693,2
21244,3
11941,2
11940,3
27692,3
44478,5
12468,8
9457,2
9456,7
35587,3
35586,3
25671,1
11939,3
3098,10
9161,8
2096,2
9876,4
28221,6
28218,3
16831,6
1146,1
41315,1
28217,7
14247,2
30205,2
27851,3
27855,3
4369,5
45373,3
41896,3
41895,1
41892,3
1583,5
2108,3
3789,2
8576,3
1165,2
33105,6
7449,7
32201,5
40727,1
8121,2
9246,12
985,5
9792,1
46071,3
10960,1
11992,7
937,1
46068,3
46070,2
32071,5
32072,5
46069,1
8027,1
8026,4
9151,9
9150,11
9148,6
46067,8
9149,9
9147,2
4803,1
10905,2
19423,2
22925,4
13369,1
4363,4
2889,4
46065,4
18243,5
18242,2
18241,1
27192,1
4602,9
36366,3
1015,8
1014,9
1013,7
30230,2
15909,6
46064,1
35115,2
38298,3
43814,5
4361,3
26459,2
3141,7
9719,7
21265,2
43812,2
45361,5
4594,5
1580,2
28553,4
45357,5
45356,7
46063,3
6228,1
23835,1
23700,2
23598,2
23526,3
23524,3
23522,1
23513,2
23451,4
23437,2
45348,5
46062,3
45346,5
45345,5
46061,6
37199,3
35228,3
18465,7
18464,6
18396,8
46058,6
43862,2
5092,5
5091,3
10753,2
43810,2
27716,3
27715,2
5090,6
26458,3
35618,2
9985,4
9490,4
35318,2
29718,5
29717,5
12337,5
29973,7
19722,2
19720,5
44778,4
10761,2
10762,1
28560,3
19719,8
9984,5
24634,1
1584,1
23420,15
23851,2
23842,2
36362,1
35624,2
38760,2
35623,2
9983,3
35622,5
19714,7
23840,5
9982,2
6352,3
10759,8
19711,6
35621,5
23839,3
35620,2
28275,8
18946,2
41898,4
35619,2
34446,2
15692,1
1011,4
983,5
8582,6
2869,4
37238,2
35230,2
9497,2
15910,5
22308,2
39820,2
22307,2
27206,3
43845,2
19734,7
22303,4
19731,5
22300,4
22302,7
22299,5
22297,5
22296,5
22294,4
22295,5
19727,3
43825,9
43911,4
43992,9
19726,5
9496,3
10785,4
10776,4
26549,5
26602,7
26460,5
13961,2
38579,3
29506,3
27892,6
44114,8
29507,1
2452,6
2112,4
26719,5
6875,5
7279,7
7257,8
7254,7
7252,7
7329,9
7294,7
6877,7
8750,19
42447,2
42449,4
43148,5
12499,4
12705,4
33829,6
3003,1
33301,4
35192,2
22784,2
25106,6
12187,4
9178,6
46051,1
36500,1
4058,2
4057,4
28030,3
28111,7
38713,3
27078,4
25515,3
1680,1
25881,8
41352,6
17515,4
4278,2
16201,10
16202,5
16203,4
30232,12
32811,1
33368,1
5313,1
42446,7
9495,2
32625,6
32624,5
32620,6
32619,5
32618,6
32631,2
46050,5
33107,1
7456,1
1268,2
46049,3
11048,1
11796,1
45376,2
14583,2
14815,3
9494,1
28565,1
22927,1
27205,3
27204,1
27203,2
12006,3
13960,2
43820,3
27202,3
13959,2
17912,5
17911,7
42430,3
40220,2
42433,3
42441,4
43263,6
42431,3
42438,6
2,2
25405,4
30227,1
36173,2
36172,1
5535,3
13958,3
38578,2
1018,1
44510,1
379,6
27201,2
9491,8
